,Product Name,Sales Volume,Rating,Number of Review,Price
217,ANANK - EYESAFE / ANTI-BLUERAY 2.5D REINFORCED EDGES GLASS SCREEN PROTECTOR FOR iPhone 12 Mini,Null,Null,Null,$ 98.00
218,"ANANK - 2.5D SCREEN PROTECTOR FOR iPhone 12 / iPhone 12 Pro (6.1"")",Null,5,(1),$ 68.00
219,"ANANK - 2.5D SCREEN PROTECTOR FOR iPhone 12 Pro Max (6.7"")",Null,Null,Null,$ 68.00
220,ANANK - Fast 3D Full Coverage Tempered Glass Pro 9H Fast 3D Full Coverage For iPhone 11 Pro MAX,Null,Null,Null,$ 65.00
221,AMAZINGthing - Antimicrobial Evolution Folio Case for iPad 10.2 / 10.5 Black Built-in Apple Pencil slot,20+ Sold,Null,Null,$ 298.00
222,"AMAZINGthing - SUPREMECLASS iPad Pro 11"" 2020 Antimicrobial Screen Protector",Null,Null,Null,$ 268.00
223,"AMAZINGthing - Military Folio Anti bacterial iPad 10.2"" Case",10+ Sold,5,(1),$ 298.00
224,AMAZON KINDLE  - AMAZON - 【Parallel Good WTY.30days】Black - (32GB ads ver.) 2018 Waterproof Kindle Paperwhite Wi-Fi,20+ Sold,1.5,(2),"$ 1,300.00"
225,Lenovo - [Second Generation] Smart Tab M10 FHD Plus 10.3” 4GB+64GB Use Google Assistant to give smart chargin,Null,Null,Null,"$ 2,398.00"
226,"Lenovo - Smart Tab M8 TB-8505XS LTE 8.0"" inch tablet 2GB+32GB with Google Assistant (Hong Kong licensed)",Null,Null,Null,"$ 1,998.00"
227,ASK - 938SP 10 inch 4G calling tablet,Null,Null,Null,"$ 1,280.00"
228,AMAZON KINDLE  - 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader Navy-(8GB ads ver.) 【Parallel Goods】(840080502809),Null,Null,Null,"$ 1,040.00"
229,AMAZON KINDLE  - 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader Black-(8GB ads ver.) 【Parallel Goods】(841667127910),Null,Null,Null,"$ 1,040.00"
230,AMAZON KINDLE  - 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader Red-(8GB ads ver.) 【Parallel Goods】(840080563008),Null,Null,Null,"$ 1,040.00"
231,AMAZON KINDLE  - 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader Sage-(8GB ads ver.) 【Parallel Goods】(840080534749),Null,Null,Null,"$ 1,040.00"
232,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB - Purple ( Parallel Import) (841667192000)",Null,Null,Null,$ 768.00
233,AMAZON - Fire HD 8 (2020) 2GB+32GB Tablet  [Black] (Parallel Import) ( 840080573182),Null,Null,Null,$ 769.00
234,Araree - Samsung Galaxy Tab S6 Lite - Mach Clear Case,Null,Null,Null,$ 198.00
235,BOOX - BOOX Pagebox Lumi Electronic Music Score Reader Android 13.3-inch,Null,Null,Null,"$ 8,688.00"
236,TSK - WT116 Win10 triple dual system computer keyboard +,Null,Null,Null,"$ 4,880.00"
237,"Ergoshopping - Ipad Anti-theft Mounting Holder Floor Stand for 10.2 and 10.5, Black (IP22)",Null,Null,Null,"$ 1,100.00"
238,"Ergoshopping - Ipad Anti-theft Mounting Holder Floor Stand for 10.2 and 10.5, Silver (IP22)",Null,Null,Null,"$ 1,100.00"
239,CUBE. - X Neo 4GB RAM+64GB,Null,Null,Null,"$ 1,799.00"
240,Sony - Sony Xperia 10 III Smartphone WHITE,Null,Null,Null,"$ 3,499.00"
241,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB - Blue ( Parallel Import) (841667160801)",Null,Null,Null,$ 768.00
242,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB - Pink ( Parallel Import) (841667143354)",Null,Null,Null,$ 768.00
243,"AMAZON - Fire HD 10""inch Tablet - Black (32GB Storage) 【Parallel Good】(841667182667)",Null,Null,Null,"$ 1,198.00"
244,mooInk - mooink Pro 13.3'' Flip Cover case,Null,Null,Null,$ 458.00
245,mooInk - Readmoo 讀墨  mooInk Pro 13.3'' Eink Table,Null,Null,Null,"$ 6,398.00"
246,"PanzerGlass - 11"" iPad Air & Pro 3D Strengthen Screen Protector",Null,Null,Null,$ 368.00
247,"Lenovo - Yoga C740-14IML 14"" i5/8G/512 SSD Milti-mode Notebook (81TC0077HH) - High Quality Demo Unit",Null,Null,Null,"$ 5,499.00"
248,Belkin - Belkin Universal Case and Cover 7-8 Inch Tablet (Black),Null,4,(1),$ 175.00
249,OAXIS - iPhone 8/ 7 InkCase E-Ink Second Screen Case,Null,Null,Null,$ 348.00
250,BOOX - Case Cover For 13.3 Inch Onyx Boox Max LUMI,Null,Null,Null,$ 398.00
251,"DUX DUCIS - iPad Pro 12.9"" 2021 Smart Case- Black",Null,Null,Null,$ 279.00
252,ASK - 938SP 10 inch 4G calling tablet,Null,Null,Null,"$ 1,280.00"
253,AMAZON - Fire HD 10 (2019) 2GB+32GB Tablet Parallel Import [3 Colors] (9th Gen),Null,Null,Null,$ 998.00
254,JTSK - Japanese call JTSK-938SP 10 inch tablet,Null,Null,Null,"$ 1,280.00"
255,Others - Official Paperlike iPad Screen Protector Nanodots Matte Write Draw For iPad Pro 12.9 2018/20/21,Null,Null,Null,$ 399.00
256,"Samsung - (MYSTIC GREEN)GALAXY TAB S7 FE 12.4"" 5G T736B 6GB RAM 128GB ROM",Null,Null,Null,"$ 5,388.00"
257,"Samsung - (MYSTIC BLACK)GALAXY TAB S7 FE 12.4"" 5G T736B 6GB RAM 128GB ROM",Null,Null,Null,"$ 5,388.00"
258,Living Store - iPad Case / Tablet Case-Grey 15 inch,Null,Null,Null,$ 50.00
259,LaVe Leisure - iPad Case / Tablet Case-Black 15 inch,Null,Null,Null,$ 50.00
260,Living Store - iPad Case / Tablet Case-Black 15 inch,Null,Null,Null,$ 50.00
261,日本暢銷 - Calculation with Notepad drawing Tablet,Null,Null,Null,$ 105.00
262,AMAZON - Kindle Paperwhite 2018 (10th Generation) (32GB) (Sage) (Parallel Imported),Null,Null,Null,"$ 1,090.00"
263,"AMAZON - All-new Fire HD 8 tablet, 8"" HD display 2020 Version (32GB) (Black) (Parallel Imported)",Null,Null,Null,$ 680.00
264,"AMAZON - All-new Fire HD 8 tablet, 8"" HD display 2020 Version (32GB) (White) (Parallel Imported)",Null,Null,Null,$ 680.00
265,"AMAZON - All-new Fire HD 8 tablet, 8"" HD display 2020 Version (32GB) (Twilight blue) (Parallel Imported)",Null,Null,Null,$ 680.00
266,SVICLOUD - M8S 小雲網絡電視盒【限時優惠】,Null,Null,Null,$ 899.00
267,Samsung - SAMSUNG Galaxy Tab S7 FE 5G Grey Tablet,Null,Null,Null,"$ 5,388.00"
268,CYGP - APP smart home cleaning robot,Null,Null,Null,$ 298.00
269,CYGP - APP smart high-definition blackhead cleaning machine,Null,Null,Null,$ 398.00
270,CYGP - USB charging ultrasonic dental care kit,Null,Null,Null,$ 298.00
271,CYGP - EMS pulse massage slimming warm palace belt,Null,Null,Null,$ 498.00
272,CYGP - 20000mAh large capacity mini power bank,Null,Null,Null,$ 168.00
273,Samsung - Samsung Galaxy Tab S7 FE 5G Mystic PINK Tablet,Null,Null,Null,"$ 5,388.00"
274,"Huawei - Huawei MatePad Pro 2021 10.8"" WiFi",Null,Null,Null,"$ 5,288.00"
275,AMAZON - Kindle Paperwhite 2018 (10th Generation) (32GB) (Twilight Blue) (Parallel Imported),Null,Null,Null,"$ 1,090.00"
276,"AMAZON - All-New Fire HD 10 Tablet 2020 (10.1"" 1080p full HD display, 32 GB) (White) (Parallel Imported)",Null,Null,Null,$ 940.00
277,Samsung - SAMSUNG Galaxy Tab S7 FE 5G Tablet Mint,Null,Null,Null,"$ 5,388.00"
278,LaVe Leisure - Aluminum alloy folding mini keyboard,Null,Null,Null,$ 270.00
279,Living Store - Aluminum alloy folding mini keyboard,Null,Null,Null,$ 270.00
280,APPLE - 10.9-inch iPad Air Wi-Fi 256GB (Yr. 2020) - Silver (iPad Air 4),Null,Null,Null,"$ 5,988.00"
281,"APPLE - iPad Pro 11"" 2020 Wi-Fi + Cellular 512GB Space Gray (2nd Generation)",Null,Null,Null,"$ 9,299.00"
282,"APPLE - iPad Air (4th Gen) 10.9"" 256GB Wi-Fi  MYFX2ZP/A - Rose Gold",Null,Null,Null,"$ 5,988.00"
283,"APPLE - iPad Air (4th Gen) 10.9"" 256GB Wi-Fi  MYG02ZP/A - Green",Null,Null,Null,"$ 5,988.00"
284,"APPLE - iPad Air (4th Gen) 10.9"" 256GB Wi-Fi MYFW2ZP/A - Silver",Null,Null,Null,"$ 5,988.00"
285,"APPLE - iPad Air (4th Gen) 10.9"" 256GB Wi-Fi  MYFT2ZP/A - Space Grey",Null,Null,Null,"$ 5,800.00"
286,Samsung - (SILVER)GALAXY TAB A7 T505 LTE 3GB RAM 64GB ROM,Null,5,(3),"$ 2,388.00"
287,"APPLE - iPad Air (4th Gen) 10.9"" 256GB Wi-Fi  MYFY2ZP/A - Sky Blue",Null,Null,Null,"$ 5,800.00"
288,AMAZON - 【Parallel Goods WTY.30days】Red - (8GB ads ver.) 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader,10+ Sold,Null,Null,$ 948.00
289,AMAZON - 【Parallel Goods WTY.30days】Green - (8GB ads ver.) 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader,10+ Sold,5,(1),$ 948.00
290,AMAZON - Black - 【Fire HD8 Plus】high definition Tablet(32GB Storage) - Parallel Goods WTY.60days,Null,Null,Null,$ 728.00
291,"AMAZON - 【Parallel Goods WTY.30days】Blue - Fire HD 10, 10.1"" HD Tablet (32GB Storage) (841667151595)",Null,Null,Null,$ 998.00
292,"AMAZON - 【Parallel Goods WTY.60days】Blue - Fire HD 8""inch high definition Tablet(32GB Storage)(840080553528)",Null,Null,Null,$ 698.00
293,Samsung - Galaxy Tab S7+ Mobile Tablet (Wi-Fi) (8GB+256GB),Null,Null,Null,"$ 6,988.00"
294,Samsung - Galaxy Tab S7 Mobile Tablet (Wi-Fi) (6GB+128GB),Null,Null,Null,"$ 4,988.00"
295,Samsung - Galaxy Tab S7+ Mobile Tablet (5G) (8GB+256GB) - Mystic Navy,Null,Null,Null,"$ 8,588.00"
296,APPLE - Magic Keyboard for iPad Pro  - MXQT2ZA/A,10+ Sold,Null,Null,"$ 2,299.00"
297,"APPLE - iPad Pro 11"" WI-FI - MHQR3ZP/A",Null,Null,Null,"$ 6,399.00"
298,"Samsung - Galaxy Tab A7 10.4"" (LTE / 3GB+64GB) Gray Tablet T505",Null,Null,Null,"$ 2,388.00"
299,Logitech - SLIM FOLIO for iPad 7/8th (10.2-inch),Null,Null,Null,$ 899.00
300,Logitech - Combo Touch for iPad Pro 11'' 2021,Null,4,(1),"$ 1,548.00"
301,"Samsung - 【PRE-ORDER】Galaxy Tab S7 FE 12.4""(WIFI/6GB+128GB) Mystic PINK Tablet T733",Null,Null,Null,"$ 4,388.00"
302,"Verbatim - (White) Verbatim#66633 PD 20w+Qc3.0 Charger Type-c charging dual plug fast charging (original licensed product, one year warranty) ",Null,Null,Null,$ 98.00
303,"Moshi - VersaCover Case with Folding Cover for iPad Pro (12.9"", 5th gen) - Charcoal Black (056085)",Null,Null,Null,$ 698.00
304,Samsung - Galaxy Tab A7 (Wi-Fi) GRAY,Null,Null,Null,"$ 1,750.00"
305,ASK - ASK X10 10.1-inch ultra-fast 4.5G ten-core tablet PC,Null,Null,Null,"$ 1,980.00"
306,Xiaomi - 小米多看電紙書 電子書 16G大容量 6英寸 高清電子墨水螢幕 亮度可調,Null,Null,Null,$ 958.00
307,"Samsung - 【PRE-ORDER】Galaxy Tab S7 FE 12.4""(WIFI/6GB+128GB) LIGHT GREEN Mint Tablet T733",Null,Null,Null,"$ 4,388.00"
308,"Samsung - 【PRE-ORDER】Galaxy Tab S7 FE 12.4""(WIFI/6GB+128GB) Mystic Black Tablet T736B",Null,Null,Null,"$ 4,388.00"
309,"Samsung - 【PRE-ORDER】Galaxy Tab S7 FE 12.4""(WIFI / 4GB+64GB) Mystic SILVER Tablet T733",Null,Null,Null,"$ 3,988.00"
310,"Samsung - (MYSTIC PINK)GALAXY TAB S7 FE 12.4"" 5G T736B 6GB RAM 128GB ROM",Null,Null,Null,"$ 5,388.00"
311,AMAZON - All-New Fire HD 10 Tablet (11th Generation) (32 GB) (Black) (Parallel Imported),Null,Null,Null,"$ 1,040.00"
312,JP - Simple Wooden Phone Tablet iPad Stand,Null,Null,Null,$ 35.00
313,"Huawei - MatePad 10.4"" WIFI 64GB-Grey Tablet 【CMHK recommended】",Null,Null,Null,"$ 2,098.00"
314,日本暢銷 - Triangle mobile phone tablet stacking stand desktop foldable tablet portable stand white ipad iphone,Null,Null,Null,$ 34.00
315,"Samsung - Galaxy Tab S7 FE 5G 12.4""(6GB+128GB) LIGHT GREEN Mint Tablet T736B",Null,Null,Null,"$ 5,388.00"
316,"Samsung - Galaxy Tab S7 FE 5G 12.4""(6GB+128GB) Mystic PINK Tablet T736B",Null,Null,Null,"$ 5,388.00"
317,"Samsung - Galaxy Tab S7 FE 5G 12.4""(6GB+128GB) Mystic Black Tablet T736B",Null,Null,Null,"$ 5,388.00"
318,日本暢銷 - Phone Stand Angle Adjustable Cell Phone Stand For Desk tablet iPad Zoom,Null,Null,Null,$ 39.00
319,mooInk - 【Inkstone Black】Readmoo mooInk S 6-inch e-book reader - Made in Taiwan (0634359481601),Null,Null,Null,"$ 1,788.00"
320,RAPTIC - Raptic Smart Protective Case iPad Pro 11-inch 2021,Null,Null,Null,$ 298.00
321,Logitech - COMBO TOUCH iPad Keyboard- iPad Pro 12.9'' 2021,Null,Null,Null,"$ 1,798.00"
322,Logitech - Combo Touch iPad Keyboard- iPad Pro 11'' 2021,Null,Null,Null,"$ 1,548.00"
323,日本暢銷 - 2 in 1 type c hub card reader Android  iPad usb,Null,Null,Null,$ 65.00
324,Logitech - COMBO TOUCH iPad Keyboard- iPad Pro 12.9'' 2021,Null,Null,Null,"$ 1,798.00"
325,Samsung - Galaxy Tab S7 FE Book Cover Keyboard Slim Black Tablets Accessories T730  ,Null,Null,Null,$ 999.00
326,ASK - ASK X10 10.1-inch ultra-fast 4.5G ten-core tablet PC,Null,Null,Null,"$ 1,980.00"
327,"日本暢銷 - Upgraded Phone Stand Angle Adjustable Cell Phone iPad Stand For Desk (BLACK, 1pc) tablet iPad Zoom",Null,Null,Null,$ 49.00
328,ASK - ASK X10 10.1-inch ultra-fast 4.5G ten-core tablet PC,Null,Null,Null,"$ 1,980.00"
329,Samsung - Galaxy Tab S7 FE Book Cover Pink Tablets Accessories T730,Null,Null,Null,$ 419.00
330,Xiaomi - Redmi Note 10S 6GB Ram 64GB Rom Black,Null,Null,Null,"$ 1,499.00"
331,日本暢銷 - (Wireless Charging) Portable & Foldable Multi-Angled Mobile/Tablet Stand (w/ USB Type-C Cable),Null,Null,Null,$ 88.00
332,Microsoft - Microsoft New Surface Pen  - Platinum,Null,5,(1),$ 650.00
333,Microsoft - Microsoft New Surface Pen - Ice Blue,Null,Null,Null,$ 650.00
334,Microsoft - Microsoft New Surface Pen - Black,Null,Null,Null,$ 650.00
335,"APPLE - iPad Pro 12.9"" Wi-Fi  (2021) - MHNF3ZP/A",Null,Null,Null,"$ 8,799.00"
336,APPLE - Apple Pencil (2nd Generation) - MU8F2ZA/A (190198893277) [Parallel Goods],Null,Null,Null,$ 997.00
337,Rakuten kobo - 【Kobo Clara HD】(Black) E-reader (Parallel goods),Null,Null,Null,"$ 1,399.00"
338,"Samsung - Galaxy Tab A7 10.4"" (Wi-Fi / 3GB+64GB) Gray Tablet T500",Null,5,(2),"$ 1,788.00"
339,"Samsung - Galaxy Tab A7 10.4"" (Wi-Fi / 3GB+64GB) Silver Tablet T500",Null,Null,Null,"$ 1,788.00"
340,Samsung - Galaxy Tab S7 FE Book Cover Green Tablets Accessories T730,Null,Null,Null,$ 419.00
341,"Samsung - Galaxy Tab A7 10.4"" (LTE / 3GB+64GB) Silver Tablet T505",Null,Null,Null,"$ 2,388.00"
342,"Samsung - Galaxy Tab S6 Lite 10.4"" (Wi-Fi / 4GB+128GB) Gray Tablet P610",Null,Null,Null,"$ 2,688.00"
343,Samsung - Galaxy Tab A7 10.4 inch (2020) WiFi 32GB (3GB RAM) Gold,Null,Null,Null,"$ 1,528.00"
344,Samsung - Galaxy Tab A7 10.4 inch (2020) WiFi 32GB (3GB RAM) Silver,Null,Null,Null,"$ 1,528.00"
345,Samsung - Galaxy Tab S7 FE 12.4 inch 5G 128GB (6GB RAM) Black (Parallel Import),Null,Null,Null,"$ 4,888.00"
346,Samsung - Galaxy Tab S7 FE 12.4 inch 5G 128GB (6GB RAM) Green (Parallel Import),Null,Null,Null,"$ 4,888.00"
347,Samsung - Galaxy Tab S7 FE 12.4 inch 5G 128GB (6GB RAM) Pink (Parallel Import),Null,Null,Null,"$ 4,888.00"
348,Samsung - Galaxy Tab S7 11.0 inch WiFi 128GB (6GB RAM) Mystic Bronze,Null,Null,Null,"$ 4,388.00"
349,Samsung - Galaxy Tab S7 11.0 inch WiFi 128GB (6GB RAM) Mystic Navy,Null,Null,Null,"$ 4,388.00"
350,Samsung - Galaxy Tab S7 11.0 inch WiFi 128GB (6GB RAM) Mystic Silver (Parallel Import),Null,Null,Null,"$ 4,388.00"
351,AMAZON - Amazon Fire HD 10 (11th Gen) 32GB Tablet - Black (Parallel import),Null,Null,Null,$ 995.00
352,AMAZON - Amazon Fire HD 10 (11th Gen) 32GB Tablet - Denim (Parallel import),Null,Null,Null,$ 995.00
353,AMAZON - Amazon Fire HD 10 (11th Gen) 32GB Tablet - Lavender (Parallel import),Null,Null,Null,$ 995.00
354,AMAZON - Amazon Fire HD 10 (11th Gen) 32GB Tablet - Olive (Parallel import),Null,Null,Null,$ 995.00
355,AMAZON - Fire 7 Kids Edition 16GB Tablet Blue,Null,Null,Null,$ 748.00
356,AMAZON - Fire 7 Kids Edition 16GB Tablet Pink,Null,Null,Null,$ 748.00
357,AMAZON - Fire 7 Kids Edition 16GB Tablet Purple,Null,Null,Null,$ 748.00
358,SSA - SSA Kid's Learning Tablet Pink,Null,Null,Null,$ 629.00
359,SSAW - SSA Kid's Learning Tablet Blue,Null,Null,Null,$ 629.00
360,Samsung - Galaxy Tab A7 10.4 inch (2020) WiFi 32GB (3GB RAM) Grey,Null,Null,Null,"$ 1,528.00"
361,Samsung - Galaxy Tab A7 10.4 inch (2020) LTE 64GB (3GB RAM) Tablet - Grey,Null,Null,Null,"$ 2,178.00"
362,Samsung - Galaxy Tab A7 10.4 inch (2020) LTE 64GB (3GB RAM) Tablet - Gold,Null,Null,Null,"$ 2,178.00"
363,AMAZON KINDLE  - Amazon Kindle 2019 10th 6inch WIFI 8GB Black (廣告版) (UPC 841667139920) - (平行進口),Null,Null,Null,$ 660.00
364,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wi-Fi 8GB Black,Null,Null,Null,$ 918.00
365,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wi-Fi 8GB Twilight Blue,Null,Null,Null,$ 918.00
366,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wifi 32GB Black,Null,Null,Null,"$ 1,048.00"
367,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wifi 32GB Blue,Null,Null,Null,"$ 1,048.00"
368,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wifi 32GB Green,Null,Null,Null,"$ 1,048.00"
369,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wifi 32GB Red,Null,Null,Null,"$ 1,048.00"
370,Samsung - [Shipping Starts on Aug26] Galaxy Tab S7 FE Wi-Fi Tablet (4GB+64GB),Null,Null,Null,"$ 3,988.00"
371,Samsung - [Shipping Starts on Aug26] Galaxy Tab S7 FE Wi-Fi Tablet (6GB+128GB),Null,Null,Null,"$ 4,388.00"
372,Xiaomi - [HK official] Mi Smart Air Fryer 3.5L,50+ Sold,Null,Null,$ 499.00
373,Samsung - Galaxy Tab S5e Mobile Tablet (Wi-Fi) (4GB+64GB),400+ Sold,4.6,(25),"$ 3,288.00"
374,AMAZON - 【Parallel Goods WTY.30days】Black - (Newest 8GB with ads. ver.) 2019 Kindle 10th Wi-Fi E-Reader,500+ Sold,4.4,(10),$ 628.00
375,Xiaomi - [OFFICIAL HK] Mi Ionic Hair Dryer 1800W,40+ Sold,4.6,(3),$ 269.00
376,"AMAZON - 【Parallel Good WTY.30days】2019 Kindle Oasis 7""inch E-reader (32GB  Ads Ver.) - Grey",100+ Sold,4,(3),"$ 2,230.00"
377,"Samsung - (SILVER)GALAXY TAB A7 LITE 8.7"" (WIFI) T220 4GB RAM 64GB ROM",10+ Sold,4.6,(3),"$ 1,288.00"
378,"ARCHOS - T101 4G【送專用保護套】｜10.1"" IPS-HD｜4G-LTE｜GPS｜FM｜Android 10.0 Q Go Edition【香港行貨 - 內置Google】",30+ Sold,4.6,(3),$ 999.00
379,"Samsung - Galaxy Tab A7 10.4"" Mobile Tablet (Wi-Fi) + ITFIT IPX7 Speaker Bundle",60+ Sold,Null,Null,"$ 2,000.00"
380,Samsung - Galaxy Tab S7 Mobile Tablet (Wi-Fi) (6GB+128GB) - Mystic Navy,Null,Null,Null,"$ 4,988.00"
381,Xiaomi - Mi Robot Vacuum Mop P,Null,Null,Null,"$ 2,299.00"
382,CUBE. - iPlay 20Pro 6GB RAM+128GB,10+ Sold,Null,Null,"$ 1,179.00"
383,"APPLE - Apple iPad (8th Gen) 10.2"" 128GB Wi-Fi Gold",Null,Null,Null,"$ 3,698.00"
384,Moshi - VersaCover Case with Folding Cover for iPad Pro 12.9-inch - Charcoal Blac-(99MO056010),20+ Sold,Null,Null,$ 528.00
385,AMAZON - Kindle 2019 (10th Generation) (8GB with Ads) (White) (Parallel Imported),Null,Null,Null,$ 660.00
386,AOE - iPad tablet tempered glass screen protector two pieces suitable for model iPad Air 10.9 inch (2020),30+ Sold,3.5,(2),$ 89.00
387,GT - libra H2O  7'' replacement case (Grey color),20+ Sold,5,(1),$ 110.00
388,Smart Life - Wireless Muilt Devices  Keyboard Bluetooth Connect Three Devices/ Easy To Switch - White (1pc),10+ Sold,Null,Null,$ 129.00
389,ASK - WT116 Windows10 Tablet PC (Dual OS),Null,5,(2),"$ 3,116.00"
390,"Samsung - Galaxy Tab A 8.0"" WiFi (2019) with S Pen 3+32GB P200-black（Hong Kong licensed）",Null,Null,Null,"$ 1,799.00"
391,"Samsung - Galaxy Tab A with S Pen (2019) 8"" LTE 3+32GB P205-black (Hong Kong licensed)",Null,5,(1),"$ 2,398.00"
392,"Samsung - Galaxy Tab S5e 10.5"" 6+128 GB LTE (T725) Tablet sliver(Hong Kong licensed)",Null,Null,Null,"$ 4,059.00"
393,Xiaomi - Mi Air Purifier MAX Mijia AC-M5-SC,10+ Sold,Null,Null,"$ 2,499.00"
394,"ARCHOS - 101X Pro 4G LTE【送專用保護套】｜6+128GB｜10.1""全高清 IPS｜八核心｜Android 10【香港行貨 - 內置Google】",20+ Sold,1,(1),"$ 1,499.00"
395,"Samsung - (MYSTIC BLACK)GALAXY TAB S7+ 5G T976 12.4"" 8GB RAM 256GB ROM",10+ Sold,5,(3),"$ 8,188.00"
396,Samsung - Samsung Galaxy Tab S7 (Wi-Fi) T870 Tablet Black 256GB,Null,Null,Null,"$ 5,688.00"
397,ARCHOS - ARCHOS 101X Pro 4G  6GB+128GB Black,Null,Null,Null,"$ 1,498.00"
398,"AMAZON - All-new Fire HD 8 tablet, 8"" HD display 2020 Version (32GB) (Plum) (Parallel Imported)",Null,Null,Null,$ 680.00
399,"AMAZON - All-New Fire HD 10 Tablet 2020 (10.1"" 1080p full HD display, 32 GB) (Plum) (Parallel Imported)",Null,Null,Null,$ 940.00
400,"Samsung - Samsung Galaxy Tab S7 11"" 8GB+256GB Wi-Fi Tablet - BLUE",Null,Null,Null,"$ 5,678.00"
401,Samsung - Galaxy Tab S6 Lite Mobile Tablet (WiFi) - Oxford Gray,100+ Sold,4.3,(3),"$ 2,688.00"
402,Samsung - Galaxy Tab S7 Mobile Tablet (LTE) (8GB+256GB),Null,Null,Null,"$ 6,388.00"
403,Samsung - Galaxy Tab S7 Mobile Tablet (Wi-Fi) (8GB+256GB),Null,Null,Null,"$ 5,688.00"
404,Samsung - Galaxy Tab S7 Mobile Tablet (Wi-Fi) (8GB+256GB) - Mystic Navy,Null,Null,Null,"$ 5,688.00"
405,"APPLE - iPad 10.2"" Wi-Fi 32GB - Space Grey (2020) - MYL92ZP/A",70+ Sold,4.8,(6),"$ 2,599.00"
406,"BOOX - 【2021】 BOOX Nova Air 7.8""( FREE cover)",Null,Null,Null,"$ 2,998.00"
407,"Huawei - HUAWEI MatePad Pro 10.8"" WIFI",Null,Null,Null,"$ 4,098.00"
408,Beats - Beats Solo Pro Wireless IVORY (MRJ72PA/A) [原裝行貨],Null,Null,Null,"$ 2,049.00"
409,Samsung - Samsung Galaxy Tab S7 FE 5G Mystic Green Tablet,Null,Null,Null,"$ 5,388.00"
410,Xiaomi - Redmi Note 10 5G 6GB Ram 128GB Rom Nighttime Blue,10+ Sold,Null,Null,"$ 1,599.00"
411,"Samsung - Samsung Tab A7 10.4"" LTE  T505 Tablet GRAY",Null,Null,Null,"$ 2,488.00"
412,"Samsung - Samsung Tab A7 10.4"" LTE T505 Tablet SILVER",Null,Null,Null,"$ 2,488.00"
413,JP - Metal foldable stand mobile phone tablet ipad universal lazy man stand live stand,Null,Null,Null,$ 39.00
414,"全城熱賣 - Phone Stand Angle Adjustable Cell Phone Stand For Desk (White, 1pc) tablet iPad  Zoom",Null,Null,Null,$ 29.00
415,"日本暢銷 - Upgraded Phone Stand Angle Adjustable Cell Phone iPad Stand For Desk (White, 1pc) tablet iPad Zoom",Null,Null,Null,$ 45.00
416,Huawei - HUAWEI MatePad 11,Null,Null,Null,"$ 3,388.00"
417,"APPLE - IPAD WiFi 9.7"" 128GB Sliver (6th generation)(HK行貨)",Null,Null,Null,"$ 3,149.00"
418,"APPLE - IPAD WiFi 9.7"" 32GB Space Grey (6th generation)(HK行貨)",Null,4,(1),"$ 2,290.00"
419,"Samsung - Galaxy Tab A7 Lite 8.7"" (WIFI版/4GB+64GB) Silver Tablet T220",Null,4.5,(2),"$ 1,288.00"
420,Samsung - Galaxy Tab S7 11.0 inch WiFi 256GB (8GB RAM) Mystic Navy (Parallel Import),Null,Null,Null,"$ 4,688.00"
421,AMAZON KINDLE  - Kindle Paperwhite 2018 6 inch Wi-Fi 8GB Green,Null,Null,Null,$ 918.00
