,Product Name,Sales Volume,Rating,Number of Review,Price
193,"Lenovo - IdeaPad 5 14"" Ryzen 5/16G/512 SSD Notebook (82LM006MHH) - Brand New Unit",Null,Null,Null,"$ 6,598.00"
194,"Lenovo - IdeaPad 5 14"" Ryzen 7/16G/512 SSD Notebook (82LM006PHH) - Brand New Unit",Null,Null,Null,"$ 7,098.00"
195,"AMAZINGthing - Macbook Pro 13.3"" HD Anti spy Privacy Screen suit for 2016-2018 model",Null,Null,Null,$ 518.00
196,Rambo - 4GB PC3-8500 DDR3 1066  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 655.00
197,Rambo - 4GB PC3-10600 DDR3 1333  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 655.00
198,Rambo - 4GB PC3-12800 DDR3 1600  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 655.00
199,Rambo - 8GB PC3-10600 DDR3 1333  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 910.00
200,Rambo - 8GB PC3-12800 DDR3 1600  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 910.00
201,Rambo - 8GB DDR3-1866 PC3-14900 SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 910.00
202,Rambo - 8GB PC4-19200 DDR4 2400  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 585.00
203,Rambo - 8GB PC4-21300 DDR4 2666  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 585.00
204,Rambo - 16GB PC4-19200 DDR4 2400  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,"$ 1,060.00"
205,Rambo - 16GB PC4-21300 DDR4 2666  SO DIMM SDRAM Memory for Apple Mac Macbook iMac,10+ Sold,Null,Null,"$ 1,060.00"
206,Sail - Laptop Rack (With USB Fast Charging ) - White,Null,Null,Null,$ 499.00
207,Sail - Laptop Rack (With USB Fast Charging) - Black,Null,Null,Null,$ 499.00
208,"Dell - Alienware 51M R2 - i7-10700K CPU , 300Hz , ALW51MR2-D1707 - White Colour",Null,Null,Null,"$ 27,499.00"
209,Marvo - FN-40 Rainbow LED 17” LAPTOP COOLING STAND 18cm Fan 2*USB Port,10+ Sold,Null,Null,$ 160.00
210,Capdase - KLIA ScreenGUARD for MacBook 12-inch,Null,Null,Null,$ 88.00
211,Capdase - KLIA ScreenGUARD for MacBook Pro 16-inch,Null,Null,Null,$ 88.00
212,WORKING BEE - Laptop_Stand_L-0561,Null,Null,Null,$ 260.00
213,"AMAZINGthing - Macbook Pro 16"" HD Anti spy Privacy Screen Suit for 2019 Macbook Pro",Null,Null,Null,$ 668.00
214,"AMAZINGthing - Macbook Pro 15.4"" HD Anti spy Privacy Screen Suit for 2016-2018 model",Null,Null,Null,$ 638.00
215,Rambo - 4GB Long DIMM DDR3-1333 8-Chips 1.35-1.5V Memory Module for PC Desktop,Null,Null,Null,$ 410.00
216,MOFii - Sweet 綠色混彩｜無線鍵盤滑鼠套裝｜超爽靜音打字快感｜型格復古打字機設計｜可拆鍵清潔,30+ Sold,Null,Null,$ 188.00
217,"Dell - 2020 New Model - 11th i5 CPU 14"" Touch 2 in 1 - Dell Inspiron 5406c-R1500T",Null,5,(1),"$ 6,399.00"
218,"Dell - 2020 New Model - 11th i7 CPU 14"" Touch 2 in 1 - Dell Inspiron 5406mc-R1720T",Null,5,(2),"$ 8,999.00"
219,Lenovo - Lenovo ThinkPad X1 Carbon G7,Null,Null,Null,"$ 12,980.00"
220,Rambo - 4GB SODIMM DDR3-1066 16-Chips 1.5V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 550.00
221,Rambo - 4GB SODIMM DDR3-1333 16-Chips 1.35-1.5V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 550.00
222,Rambo - 4GB SODIMM DDR3-1600 16-Chips 1.35-1.5V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 550.00
223,Rambo - 8GB SODIMM DDR3-1333 16-Chips 1.35-1.5V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 795.00
224,Rambo - 8GB SODIMM DDR3-1600 16-Chips 1.35-1.5V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 795.00
225,Rambo - 8GB SODIMM DDR3-1866 16-Chips 1.35-1.5V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 795.00
226,Rambo - 8GB SODIMM DDR4-2400 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 530.00
227,Rambo - 16GB SODIMM DDR4-2133 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 990.00
228,Rambo - 16GB SODIMM DDR4-2400 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 990.00
229,Rambo - 16GB SODIMM DDR4-2666 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 990.00
230,Rambo - 16GB SODIMM DDR4-3200 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 990.00
231,Dell - 2020 New Model - XPS15 - 9500 - 10th i7 CPU 16GB 1TB SSD - XPS15-9500-R1750,10+ Sold,5,(5),"$ 17,699.00"
232,Phottix - Phottix Nuada Ring 10 Go Kit,30+ Sold,Null,Null,$ 399.00
233,"INCASE - Hardshell Case for 13"" MB Air w/Retina Display Dots - Black Frost",Null,Null,Null,$ 478.00
234,MOFii - Candy 黃＆白色｜無線鍵盤滑鼠套裝｜超爽靜音打字快感｜可愛復古打字機設計｜易於清潔【黃色控精選】,Null,Null,Null,$ 188.00
235,MOFii - Candy 白&綠色｜無線鍵盤滑鼠套裝｜超爽靜音打字快感｜可愛復古打字機設計｜易於清潔【粉色控精選】,Null,Null,Null,$ 188.00
236,Verbatim - [Macbook choice] 11 in 1 Type C docking station all in 1,Null,Null,Null,$ 799.00
237,Verbatim - 11 in 1 Type C PD Hubs Docking Station,Null,Null,Null,$ 799.00
238,"Dell - XPS 17 10th Gen CPU , 4-sided InfinityEdge , 100%sRGB GTX1650Ti , Dell XPS17-9700-D17405",Null,Null,Null,"$ 19,999.00"
239,Dell - (In Stock) New 11th CPU i5-1135G7 2in1 Touch - Ins7306c-D1500T,Null,Null,Null,"$ 9,499.00"
240,Dell - (In Stock) New 11th CPU i7-1165G7  4K  2in1 Touch - Ins7306c-D1700UT,Null,Null,Null,"$ 12,199.00"
241,"Lenovo - Legion Y7000 15.6"" 144Hz/i7/16G/512 SSD/GTX 1660Ti Gaming Laptop - Open Box Like New",10+ Sold,5,(2),"$ 7,599.00"
242,"Dell - 11th CPU - 14"" 2560x1600 2K Monitor - Dell Inspiron 14 7400 - Ins7400-R1500U",Null,Null,Null,"$ 9,599.00"
243,GIGABYTE - AORUS 17G KD i7 RTX3060【Gaming Laptop / Notebook】,Null,Null,Null,"$ 16,999.00"
244,GIGABYTE - AORUS 17X YD i9 RTX3080【Gaming Laptop / Notebook】,Null,Null,Null,"$ 33,888.00"
245,GIGABYTE - AORUS 17G YD i7 RTX3080【Gaming Laptop / Notebook】,Null,Null,Null,"$ 23,888.00"
246,GIGABYTE - AORUS 17G XD i7 RTX3070 【Gaming Laptop / Notebook】,Null,Null,Null,"$ 19,999.00"
247,"VAIO - SE14 2021版 Win10 Home i5-1135G7 8GB RAM 512GB SSD 14"" FHD 二年保養",Null,Null,Null,"$ 7,498.00"
248,"VAIO - SE14 2021版 Win10 Home i5-1135G7 8GB RAM 512GB SSD 14"" FHD 二年保養",Null,Null,Null,"$ 7,498.00"
249,Alienware - (In Stock) Alienware M15R5 AMD 5800H 2K QHD 240Hz RTX3070 - ALWM15R5-R177RQ,Null,Null,Null,"$ 22,400.00"
250,Dell - (In Stock) (2021 NewModel ) 165Hz AMD-5800H 8Cores 16GB Ram RTX 3060 - Dell G5515-RA1760R,Null,Null,Null,"$ 12,999.00"
251,"ASUS 華碩 - VivoBook 15 D513UA-SP5511T ( Ryzen 5500U/ 8GB RAM/ 512GB SSD/  15.6"" FHD IPS / Sliver ) Laptop",Null,Null,Null,"$ 6,298.00"
252,MSI - Pulse GL76 11UEK ( i7-11800H / RTX3060 / 240Hz )【Notebook】,Null,Null,Null,"$ 15,499.00"
253,GIGABYTE - GIGABYTE AERO 15  OLED YD i7 + RTX3080 / 1TB【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 24,799.00"
254,GIGABYTE - GIGABYTE AERO 15 OLED XD i7 + RTX3070 / 64GB RAM / 4TB SSD 【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 26,799.00"
255,Alienware - (In Stock) Alienware M15R5 AMD 5800H Best Gaming Laptop 240Hz RTX3060 - ALWM15R5-R1760RQ,Null,Null,Null,"$ 20,900.00"
256,Dell - (In Stock) 11th H-Class CPU i7-11370H 512GB SSD - Dell Inspiron 5410 - Ins5410-R1700,Null,Null,Null,"$ 8,190.00"
257,Dell - (In Stock) Windows 10 Pro 11th H-Class CPU i7-11370H 512GB SSD - Dell Inspiron 5410 - Ins5410-R1700,Null,Null,Null,"$ 9,190.00"
258,Dell - (In Stock)(Fast Delivery) **1.08kg** 11th-i5  512GB SSD - Inspiron 5301-R1500H,Null,Null,Null,"$ 6,399.00"
259,"Fujitsu - Lifebook U9311 日本制造13.3"" FHD Touch  i7-1165G7 16GB 1TB PCIe SSD Win10 Pro LTE",Null,Null,Null,"$ 17,980.00"
260,INCASE - For Apple Macbook‧13-inch Pro & Air w/Retina‧American Brand‧All-round‧Slim collection Woolenex Sleeve- Heather Navy,Null,Null,Null,$ 498.00
261,INCASE - For Apple Macbook‧Streamlined design‧13-inch Laptop‧American Brand‧Flat sleeve - Heather Black,Null,Null,Null,$ 368.00
262,"ACER - Swift SF514-55TA (14"", i7-1165G7, 8GB RAM, 512GB SSD, Win10 Home) SF514-55TA-77GE",Null,Null,Null,"$ 9,498.00"
263,"ACER - Swift SF514-55TA (14"", i5-1135G7, 16GB RAM, 1TB SSD, Win10 Home) SF514-55TA-56ET",Null,Null,Null,"$ 9,498.00"
264,"ACER - Swift SF514-55TA (14"", i7-1165G7, 16GB RAM, 1TB SSD, Win10 Home) SF514-55TA-79EQ",Null,Null,Null,"$ 10,498.00"
265,"Lenovo - Yoga 9 14"" UHD Touch i7/16G/1TB SSD 2-in-1 Luxury Notebook (82BG003WHH) - Brand New Unit",Null,Null,Null,"$ 14,798.00"
266,"STM - 13"" Macbook Air Dux Protective Case",Null,Null,Null,$ 498.00
267,"Lenovo - Yoga C740-14IML 14"" i5/8G/512 SSD Milti-mode Notebook (81TC0077HH) - High Quality Demo Unit",Null,Null,Null,"$ 5,499.00"
268,"CASEMATE - 13"" Macbook Air Snap-On Hardshell Case - Clear",Null,Null,Null,$ 368.00
269,"AVITA - Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home CRYSTAL BLUE",Null,Null,Null,"$ 2,998.00"
270,PanzerGlass - MacBook Air/Pro 13''- Dual Privacy™ (included Camslider),Null,Null,Null,$ 598.00
271,SHURE  - MOTIV MV7 主播咪高峰 - 黑色｜With Free Boom Arm Stand,Null,Null,Null,"$ 1,780.00"
272,Living Store - Laptop/tablet computer stand portable folding lifting stand-white,10+ Sold,Null,Null,$ 65.00
273,"Fujitsu - LIFEBOOK U7511T70B 日本製 15.6""超窄邊框 全高清觸控 i7-1165G7 16GB 1TB SSD Win10 Pro   3 年上門保養",Null,Null,Null,"$ 14,385.00"
274,"Fujitsu - LIFEBOOK U7411T71B 日本製 14"" 超窄邊框全高清觸控 i7-1165G7 16GB 1TB SSD Win10 Pro   3 年上門保養",Null,Null,Null,"$ 14,385.00"
275,"Fujitsu - LIFEBOOK E5511K70B Made In Japan 15.6"" FHD Notebook i7-1165G7 8GB 1TB SSD Win10 Home 一年保養",Null,Null,Null,"$ 8,498.00"
276,GIGABYTE - AORUS_15G_KC_23mm_RTX3060 【Gaming Laptop / Notebook】,Null,Null,Null,"$ 13,999.00"
277,ACER - 2021 New Model - Acer Aspire 7 GTX 1650 Notebook - A715-42G-R3V8,Null,Null,Null,"$ 8,080.00"
278,GIGABYTE - AERO 17  HDR XD i7  RTX3070【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 20,999.00"
279,GIGABYTE - AORUS 15P YD i7 + RTX3080【Gaming Laptop / Notebook】,Null,Null,Null,"$ 17,999.00"
280,GIGABYTE - GIGABYTE AERO 15 OLED XD i7 + RTX3070 / 1TB 【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 19,799.00"
281,INCASE - For Apple Macbook‧13-inch Pro & Air w/Retina‧American Brand‧All-round‧ICON collection Woolenex case-Black ,Null,Null,Null,$ 698.00
282,INCASE - For Apple Macbook‧13-inch Pro & Air w/Retina‧American Brand‧All-round‧Slim collection Woolenex Sleeve- Graphite,Null,Null,Null,$ 498.00
283,INCASE - For Apple Macbook‧16-inch Pro & 15-inch Pro w/Retina‧American Brand‧All-round‧Compact Sleeve- Navy,Null,Null,Null,$ 498.00
284,INCASE - For Apple Macbook‧13-inch MacBook Air w/ Retina & M1‧American Brand‧All-round Hardshell case- Black,Null,Null,Null,$ 438.00
285,INCASE - For Apple Macbook‧13-inch MacBook Air w/ Retina & M1‧American Brand‧All-round Hardshell case- Clear,Null,Null,Null,$ 438.00
286,INCASE - For Apple Macbook‧13-inch Laptop‧American Brand‧Compact Sleeve Pochette Compacte - White,Null,Null,Null,$ 299.00
287,INCASE - For Apple Macbook‧ECO‧16-inch Laptop‧American Brand‧Sleeve with Bionic - Ocean Green,Null,1,(1),$ 299.00
288,INCASE - For Apple Macbook‧ECO‧16-inch Laptop‧American Brand‧Sleeve with Bionic - Steel Grey,Null,Null,Null,$ 299.00
289,INCASE - For Apple Macbook‧Streamlined design‧16-inch Laptop‧American Brand‧Flat sleeve - Heather Black,Null,Null,Null,$ 368.00
290,INCASE - For Apple Macbook‧Streamlined design‧16-inch Laptop‧American Brand‧Flat sleeve - Heather Grey,Null,Null,Null,$ 368.00
291,Targus - [Clearance Sales] USB-C Type C Digital AV Multi Port Adaptor,Null,Null,Null,$ 299.00
292,Dell - (In Stock) (2021 NewModel ) 165Hz i7-8Cores 16GB Ram RTX 3060 - Dell G5510-R1760R,Null,Null,Null,"$ 13,499.00"
293,"Lenovo - ThinkPad T14 Gen 2 14"" i5/8G/512 SSD Notebook (20W0S01N00) - Brand New Unit",Null,Null,Null,"$ 12,298.00"
294,"Lenovo - ThinkPad T14 Gen 2 14"" i7/16G/1TB SSD Notebook (20W0S06700) - Brand New Unit",Null,Null,Null,"$ 14,498.00"
295,GIGABYTE - A7 X1 Ryzen 9 5900HX + RTX3070,Null,Null,Null,"$ 15,999.00"
296,INCASE - For Apple Macbook‧15-inch Macbook‧American Brand‧All-round‧ICON collection Woolenex case- ASP,Null,Null,Null,$ 698.00
297,GIGABYTE - AERO 15  OLED YD i9 + RTX3080 / 1.5TB【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 29,999.00"
298,"MSI - [Top RTX3080 ] GE76 Raider 11UH ( i9-11980HK/ RTX3080 16GB/ 17.3"" FHD 360Hz ) Laptop",Null,Null,Null,"$ 36,999.00"
299,"Lenovo - L340 15.6"" i7-9750HF/GTX 1050 Gaming Notebook (81LK01PEHH) - High Quality Demo Unit",Null,Null,Null,"$ 6,499.00"
300,"MSI - [ Best for Entry ] GF63 Thin 10SC ( i7-10750H/ 16GB RAM/ 512GB SSD/ GTX 1650/ 15.6"" 144Hz )",Null,5,(1),"$ 6,499.00"
301,"Fujitsu - UH-X 4ZR1B94093 日本制造13.3"" FHD 745克 手提電腦 i5-1135G7 16GB 512B PCIe SSD Win10 Home",Null,Null,Null,"$ 10,980.00"
302,"Fujitsu - LIFEBOOK E5511K74B Made In Japan 15.6"" FHD Notebook i7-1165G7 16GB 1TB SSD Win10 Pro 一年保養",Null,Null,Null,"$ 9,498.00"
303,"Lenovo - Legion 7 15.6"" 144Hz/i7/RTX 2070 Gaming Notebook (81YU002YHH) - Open Box Unit",Null,Null,Null,"$ 13,699.00"
304,"ACER - Aspire 5 A515-56-5468  ( Intel i5-1135G7 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD IPS )",Null,Null,Null,"$ 6,398.00"
305,"MSI - GF66 Katana 11UE 15.6""龍魂武士電競筆電11th ( i7-11800H / RTX3060 / 16GB / 1TB / 144Hz )",Null,Null,Null,"$ 12,999.00"
306,MSI - GS66 Stealth 10UE極致纖薄電競筆電( i7-10870H / RTX3060 / 16GB / 1TB / 300Hz ),Null,Null,Null,"$ 16,499.00"
307,MSI - GF65 Thin 10UE 戰鬥堡壘電競筆電( i7-10750H / RTX3060 / 32GB / 1TB / 144Hz ),Null,Null,Null,"$ 11,999.00"
308,MSI - Summit B14 A11M,Null,Null,Null,"$ 9,999.00"
309,MSI - Prestige 15 A11SCX,Null,Null,Null,"$ 12,499.00"
310,"MSI - [RTX3060 + RGB KB ] Pulse GL66 11UE ( i7-11800H/ 16GB RAM/ RTX3060/ 15.6"" 144Hz ) Laptop",Null,Null,Null,"$ 12,999.00"
311,GIGABYTE - AERO 17  HDR YD I7+RTX3080+32GB+1TB 【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 25,999.00"
312,"ACER - Nitro 5 AN515-55 ( i5-10300H/ 16GB RAM/ GTX 1660Ti/ 15.6"" FHD 144Hz ) Laptop",Null,Null,Null,"$ 8,398.00"
313,"ASUS 華碩 - VivoBook 15 K513EA-SP1331T ( i5 1135G7/ 16GB RAM/ 512GB SSD/ 15.6"" FHD IPS / Sliver )",Null,Null,Null,"$ 7,288.00"
314,"MSI - Summit E15 A11SCT ( Intel i7 1185G7 / 16GB RAM / 1TB PCIe GEN4 SSD / 15.6"" Touch IPS )",Null,Null,Null,"$ 14,998.00"
315,"MSI - Prestige 15 A11SCX ( Intel i7 1185G7 / 16GB RAM / 512GB PCIe GEN4 SSD / 15.6"" IPS )Laptop",Null,Null,Null,"$ 9,999.00"
316,"Lenovo - LENOVO S540 I7 1165G7 16G 512SSD Geforce mx450 2G 13.3"" QHD WIN 10 HOME",Null,4,(1),"$ 7,998.00"
317,"Lenovo - LENOVO YOGA 7 I7-1165G7 16G 1TB SSD 14""FHD TOUCH WIN 10 HOME",Null,Null,Null,"$ 9,398.00"
318,"Lenovo - LENOVO IP5 i5-1135G7 16G 512G 15""FHD IPS WIN 10 HOME",Null,Null,Null,"$ 6,398.00"
319,"Lenovo - LENOVO IP5 i5-1135G7 16G 512G 15""FHD IPS WIN 10 HOME",Null,Null,Null,"$ 6,398.00"
320,Dell - (In Stock)11th H-CPU i5-11300H-16GB Ram-512GB SSD - Dell Inspiron 5510 - Ins5510-R1500,Null,Null,Null,"$ 7,190.00"
321,"MSI - [2K MON + RTX3080] GP66 Leopard 11UH ( i7-11800H/ RTX3080/ 15.6"" QHD 165Hz ) Laptop",Null,Null,Null,"$ 20,999.00"
322,GMK - GMK Nucbox 2 mini PC - Pre-loaded Window 10 Home,Null,Null,Null,"$ 3,299.00"
323,GIGABYTE - AERO 15 OLED YD i9 + RTX3080 / 1TB【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 26,999.00"
324,"Lenovo - IdeaPad Gaming 3 15.6"" 165Hz/Ryzen 7/RTX 3060 Gaming Notebook (82K2009BHH) - Brand New Unit",Null,Null,Null,"$ 11,898.00"
325,Alienware - # In-Stock # Fast Delivery # Alienware M15 R6 i7-11800H 165Hz RTX3060 - ALWM15R6-R1760R,Null,Null,Null,"$ 19,590.00"
326,Alienware - # In Stock # Fast Delivery # Alienware M15 R6 i7-11800H 1ms 360Hz RTX3070 - ALWM15R6-R1770R,Null,Null,Null,"$ 23,190.00"
327,Dell - (In Stock)11th H-CPU i7-11370H-16GB Ram-512GB SSD - Dell Inspiron 5510 - Ins5510-R1700,Null,Null,Null,"$ 8,190.00"
328,Dell - Alienware X17R1 i7-11800H 360Hz 1ms - RTX3070 - ALWH17R1-R1770R,Null,Null,Null,"$ 27,900.00"
329,"Fujitsu - LIFEBOOK U7411T70B 日本製 14"" 超窄邊框全高清觸控 i7-1185G7 32GB 1TB SSD Win10 Pro 4G/LTE 3 年上門保養",Null,Null,Null,"$ 16,385.00"
330,"Lenovo - IdeaPad 3 14"" Ryzen 5/12G/512 SSD Notebook (82KT007PHH) - Brand New Unit",Null,Null,Null,"$ 6,198.00"
331,"MSI - [16GB RAM + RTX 3050Ti ] Sword 15 11UD ( i5-11400H/ 16GB RAM/ RTX3050Ti/ 15.6"" 144Hz ) Laptop",Null,Null,Null,"$ 8,399.00"
332,"ASUS 華碩 - ROG Strix G15 Advantage Edition G513QY-HQ008T ( Ryzen 9 5900HX/ RX 6800M/ 15.6"" WQHD 165Hz ) Laptop",Null,Null,Null,"$ 18,888.00"
333,Dell - (In Stock)(Fast Delivery) 100%sRGB Inspiron 13 Laptop - Inspiron 5310 - Ins5310-R1300,Null,Null,Null,"$ 5,390.00"
334,Dell - (In Stock)(Fast Delivery) 100%sRGB Inspiron 13 Laptop - Inspiron 5310 - Ins5310-R1500L,Null,Null,Null,"$ 6,590.00"
335,Dell - (In Stock)(Fast Delivery) 100%sRGB - 16GB Ram Inspiron 13 Laptop - Inspiron 5310 - Ins5310-R1500,Null,Null,Null,"$ 7,690.00"
336,Dell - (In Stock)(Fast Delivery) 100%sRGB - 16GB Ram Inspiron 13 Laptop - Inspiron 5310 - Ins5310-R1700,Null,Null,Null,"$ 8,990.00"
337,"MSI - [Top Performance RTX3080] GE76 Raider 11UH ( i9-11980HK/ RTX3080 16GB/ 17.3"" FHD 360Hz ) Laptop",Null,Null,Null,"$ 36,999.00"
338,"MSI - [1.7kg RTX3060] Stealth 15M 11UEK ( i7-11375H/ RTX3060/ 15.6"" 144Hz ) Laptop",Null,Null,Null,"$ 12,999.00"
339,Dell - #In-Stock # Fast Delivery# - 100%AdobeRGB 4K Touch 11th CPU - 2021 New Model Dell XPS17 9710 Laptop,Null,Null,Null,"$ 28,999.00"
340,Verbatim - 100cm 1m 1.4B HDMI to HDMI Cable Black 66577,Null,Null,Null,$ 58.00
341,"MSI - GP66 Leopard 11UH 15.6""頂級飆速電競筆電 11th ( i7-11800H / RTX3080 / 32GB / QHD )",Null,Null,Null,"$ 24,499.00"
342,Microsoft - [HKTV Mall Offer] Microsoft Office 2016 Home & Business  1 User ( Word/ Excel/ PowerPoint / Outlook),10+ Sold,Null,Null,"$ 1,299.00"
343,Alienware - Alienware X17R1 i7-11800H 360Hz 1ms - RTX3060 - ALWH17R1-R1760R,Null,Null,Null,"$ 24,390.00"
344,"Lenovo - ThinkPad X1 Carbon Gen 9 14"" i7/32G/1TB SSD Notebook (20XWS02700) - Brand New Unit",Null,Null,Null,"$ 17,598.00"
345,MSI - GS66 Stealth 11UH - i9 4K,Null,Null,Null,"$ 35,999.00"
346,MSI - GS66 Stealth 11UH - i7 4K,Null,Null,Null,"$ 29,499.00"
347,GIGABYTE - G7 MD  i7+RTX3050Ti 【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 10,499.00"
348,MSI - Sword 15 11UD,Null,Null,Null,"$ 8,999.00"
349,"ASUS 華碩 - VivoBook 15 D515UA-AP5715T( Ryzen 5700U/ 16GB RAM/ 512GB SSD/ 15.6"" FHD IPS ) Laptop",Null,Null,Null,"$ 6,888.00"
350,"Lenovo - IdeaPad S145 15.6"" SSD Entry-level Notebook (81MV00FJHH) - High Quality Demo Unit",Null,Null,Null,"$ 3,799.00"
351,"HP - HP 15s-du3031TX 15.6"" IPS/i5-1135G7/4GB/256GB/MX350 Laptop - Gold",Null,Null,Null,"$ 4,750.00"
352,"HP - HP 15s-du3032TX 15"" IPS/I5-1135G7/4GB/256GB/MX350 Laptop - Black",Null,Null,Null,"$ 4,750.00"
353,"HP - HP 15s-du3031TX 15.6"" IPS/i5-1135G7/4GB/256GB/MX350 Laptop - Gold",Null,Null,Null,"$ 4,750.00"
354,WORKING BEE - Other_Laptop_BLACK_L-0850,Null,Null,Null,$ 59.00
355,"Lenovo - IdeaPad 3 17.3"" i5/MX 350 Notebook (82H90068HH) - Brand New Unit",Null,Null,Null,"$ 7,998.00"
356,"MSI - [Best Value RTX3060] GF65 10UE ( i7-10750H/ 16GB RAM/ 512GB SSD/ RTX3060/ 15.6"" 144Hz )",10+ Sold,5,(3),"$ 9,998.00"
357,"Dell - 2020 New Model - 11th i5 CPU 14"" Touch 2 in 1 - Dell Inspiron 5406mc-R1520T",Null,3,(1),"$ 6,999.00"
358,"MSI - [RTX3080 + 15.6""2K] GP66 Leopard 11UH ( i7-11800H/ RTX3080/ 15.6"" QHD 165Hz ) Laptop",Null,Null,Null,"$ 20,999.00"
359,"MSI - [RTX3060 + RGB KB ] GL76 Pulse 11UE ( i7-11800H/ RTX3060/ 17.3"" 144Hz ) Laptop",Null,Null,Null,"$ 14,499.00"
360,"MSI - [ Slim + GTX1650 ] Prestige 15 A11SCX ( i7 1185G7 / GTX1650/ 512GB PCIe SSD/ 15.6"" IPS ) Laptop",Null,Null,Null,"$ 9,999.00"
361,"ASUS 華碩 - ROG Scar G15 G533QR-HF050T ( Ryzen 9 5900HX/ RTX3070/ 15.6"" FHD 300Hz IPS ) Laptop",Null,Null,Null,"$ 19,888.00"
362,ASUS - PN51 Mini PC 迷你電腦 - AMD RYZEN 7 5700U｜16G RAM｜1TB SSD［香港行貨，三年上門保養服務］,Null,Null,Null,"$ 7,288.00"
363,GMK - GMK Nucbox Palm Size Mini PC - Window 10 Home OS Preloaded CS-GNB512G + LB-PCNB + AC-GMKUKAC,Null,Null,Null,"$ 1,899.00"
364,GMK - GMK Nucbox Palm Size Mini PC - Window 10 Home OS Preloaded CS-GNB128G + LB-PCNB + AC-GMKUKAC,Null,Null,Null,"$ 1,799.00"
365,MSI - Prestige 14 A11SCX,Null,Null,Null,"$ 12,499.00"
366,MSI - Prestige_14_A10RBS,Null,Null,Null,"$ 8,299.00"
367,MSI - GE66 Raider 11UH,Null,Null,Null,"$ 35,999.00"
368,MSI - Stealth 15M A11UEK,Null,Null,Null,"$ 14,499.00"
369,MSI - Stealth 15M A11UEK Grey 極致纖薄電競筆電( i7-11375H / RTX3060 / 16GB / 1TB / 144Hz ),Null,Null,Null,"$ 15,299.00"
370,MSI - Stealth 15M A11UEK White極致纖薄電競筆電( i7-11375H / RTX3060 / 16GB / 1TB / 144Hz ),Null,Null,Null,"$ 15,299.00"
371,"MSI - GL66 Pulse 11UEK 15.6""脈動力量電競筆電11th ( i7-11800H / 32GB / RTX3060 / 1TB / 144Hz )",Null,Null,Null,"$ 14,999.00"
372,"MSI - GL76 Pulse 11UEK 17.3""脈動力量電競筆電11th ( i7-11800H / 32GB / RTX3060 / 1TB / 144Hz )",Null,Null,Null,"$ 15,499.00"
373,"MSI - Summit B15 A11M 15.6""巔峰商務筆記型電腦( i7-1165G7 / 16GB / IRIS XE)",Null,Null,Null,"$ 9,999.00"
374,"MSI - Summit E13 Flip EVO 13.4""巔峰商務筆記型電腦( i7-1185G7 / IRIS XE / 16GB / 1TB / Touch )",Null,Null,Null,"$ 14,999.00"
375,"MSI - Prestige 14 A11SCX 14""專業創作者筆記型電腦 ( i7-1185G7 / GTX1650 / 16GB / 512GB / Grey )",Null,Null,Null,"$ 12,699.00"
376,"MSI - [ Best Value RTX 3060 ] GF65 10UE ( i7-10750H/ 16GB RAM/ 512GB SSD/ RTX3060/ 15.6"" 144Hz )",Null,Null,Null,"$ 10,199.00"
377,Alienware - Alienware X15R1 i7-11800H 360Hz 1ms - RTX3070 - ALWH15R1-R1770R,Null,Null,Null,"$ 26,900.00"
378,Alienware - Alienware X17R1 i7-11800H 360Hz 1ms - RTX3080 - ALWH17R1-R1780R,Null,Null,Null,"$ 31,900.00"
